date,hour,holiday,workingday,weekday,weather_type,temp,ftemp,humidity,wind_speed,casual,subscribed,usage
2011-12-26,5,1,0,1,1,0.34,0.303,0.42,0.3881,0,12,12
2011-12-26,6,1,0,1,1,0.32,0.303,0.45,0.2836,0,12,12
2011-12-26,7,1,0,1,1,0.32,0.3182,0.45,0.19399999999999998,8,51,59
2011-12-26,8,1,0,1,1,0.32,-,0.45,0.1343,20,39,59
2011-12-26,9,1,0,1,1,0.34,0.303,0.46,0.2985,96,114,210
2011-12-26,10,1,0,1,1,0.34,0.2879,0.42,0.5224,124,117,241
2011-12-26,11,1,0,1,1,0.34,0.2879,0.46,0.5821,160,153,313
2011-12-26,12,1,0,1,1,0.36,0.3182,0.43,0.4627,136,198,334
2011-12-26,13,1,0,1,1,0.38,-,0.4,0.2985,228,249,477
2011-12-26,14,1,0,1,1,0.38,-,0.4,0.3284,292,240,532
2011-12-26,15,1,0,1,1,0.38,0.3939,0.4,0.2537,104,315,419
2011-12-26,16,1,0,1,1,0.36,0.3333,0.43,0.2836,112,207,319
2011-12-26,17,1,0,1,1,0.34,0.3182,0.46,0.2239,120,201,321
2011-12-26,18,1,0,1,1,0.32,-,0.49,0.0896,84,162,246
2011-12-26,19,1,0,1,1,0.3,0.3182,0.65,0.0896,64,147,211
2011-12-26,20,1,0,1,1,0.3,0.3182,0.56,0.0896,56,126,182
2011-12-26,21,1,0,1,1,0.26,-,0.7,0.0,40,117,157
2011-12-26,22,1,0,1,1,0.26,0.303,0.7,0.0,20,66,86
2011-12-26,23,1,0,1,1,0.26,0.2727,0.7,0.1045,16,75,91
2011-12-27,0,0,1,2,1,0.26,0.2576,0.7,0.1642,12,27,39
2011-12-27,1,0,1,2,1,0.26,0.2727,0.7,0.1343,0,18,18
2011-12-27,2,0,1,2,1,0.26,0.2727,0.7,0.1343,8,6,14
2011-12-27,3,0,1,2,2,0.3,0.2879,0.61,0.2239,0,9,9
2011-12-27,4,0,1,2,2,0.3,0.2879,0.65,0.2239,0,9,9
2011-12-27,5,0,1,2,2,0.3,0.2727,0.64,0.2836,0,24,24
2011-12-27,6,0,1,2,2,0.3,0.2727,0.61,0.2985,0,105,105
2011-12-27,7,0,1,2,2,0.3,0.2879,0.65,0.2836,4,237,241
2011-12-27,8,0,1,2,2,0.3,0.303,0.65,0.1642,36,465,501
2011-12-27,9,0,1,2,3,0.32,0.3333,0.66,0.1045,76,255,331
2011-12-27,10,0,1,2,2,0.32,0.3333,0.66,0.0896,52,141,193
2011-12-27,11,0,1,2,3,0.32,0.3333,0.66,0.1045,24,72,96
2011-12-27,12,0,1,2,3,0.3,0.3182,0.81,0.0896,32,48,80
2011-12-27,13,0,1,2,3,0.3,0.303,0.87,0.1343,4,57,61
2011-12-27,14,0,1,2,3,0.42,0.4242,0.82,0.3881,0,42,42
2011-12-27,15,0,1,2,3,0.42,-,0.82,0.3881,8,51,59
2011-12-27,16,0,1,2,3,0.44,0.4394,0.88,0.3284,8,132,140
2011-12-27,17,0,1,2,3,0.4,0.4091,0.87,0.1343,24,327,351
2011-12-27,18,0,1,2,1,0.38,0.3939,0.87,0.2836,36,378,414
2011-12-27,19,0,1,2,1,0.34,-,0.87,0.1642,12,261,273
2011-12-27,20,0,1,2,1,0.32,0.3333,0.93,0.0896,12,198,210
2011-12-27,21,0,1,2,1,0.32,0.3333,0.87,0.0896,44,156,200
2011-12-27,22,0,1,2,1,0.32,0.3333,0.87,0.0896,12,87,99
2011-12-27,23,0,1,2,1,0.3,0.303,0.93,0.1343,8,72,80
2011-12-28,0,0,1,3,1,0.32,0.3182,0.87,0.1642,0,30,30
2011-12-28,1,0,1,3,1,0.32,0.3182,0.76,0.1642,0,36,36
2011-12-28,2,0,1,3,1,0.32,-,0.61,0.2537,0,21,21
2011-12-28,3,0,1,3,1,0.32,-,0.61,0.2537,0,12,12
2011-12-28,5,0,1,3,1,0.32,-,0.57,0.3582,0,27,27
2011-12-28,6,0,1,3,1,0.32,0.303,0.57,0.2537,4,126,130
2011-12-28,7,0,1,3,1,0.32,-,0.57,0.2537,16,318,334
2011-12-28,8,0,1,3,1,0.32,0.2879,0.57,0.3582,44,618,662
2011-12-28,9,0,1,3,1,0.32,0.303,0.57,0.3284,72,513,585
2011-12-28,10,0,1,3,1,0.34,0.3182,0.57,0.2239,48,252,300
2011-12-28,11,0,1,3,1,0.36,0.3333,0.46,0.3582,72,279,351
2011-12-28,12,0,1,3,1,0.34,0.2879,0.46,0.5522,128,324,452
2011-12-28,13,0,1,3,1,0.34,0.2879,0.39,0.4627,96,405,501
2011-12-28,14,0,1,3,1,0.32,0.2879,0.39,0.3881,96,288,384
2011-12-28,15,0,1,3,1,0.32,-,0.36,0.4179,64,303,367
2011-12-28,16,0,1,3,1,0.3,-,0.36,0.4179,92,432,524
2011-12-28,17,0,1,3,1,0.28,0.2727,0.38,0.2537,100,675,775
2011-12-28,18,0,1,3,1,0.26,-,0.38,0.3284,40,477,517
2011-12-28,19,0,1,3,1,0.24,-,0.41,0.2537,64,405,469
2011-12-28,20,0,1,3,1,0.24,-,0.41,0.2239,36,210,246
2011-12-28,21,0,1,3,1,0.22,0.2273,0.44,0.1343,28,189,217
2011-12-28,22,0,1,3,1,0.22,0.2424,0.44,0.1045,8,93,101
2011-12-28,23,0,1,3,1,0.22,0.2121,0.44,0.2537,12,108,120
2011-12-29,0,0,1,4,2,0.22,0.2273,0.47,0.19399999999999998,16,72,88
2011-12-29,1,0,1,4,1,0.22,0.2121,0.47,0.2239,0,45,45
2011-12-29,2,0,1,4,1,0.2,0.2273,0.51,0.1045,0,9,9
2011-12-29,3,0,1,4,1,0.2,0.19699999999999998,0.55,0.19399999999999998,0,6,6
2011-12-29,4,0,1,4,1,0.2,0.2121,0.55,0.1642,4,6,10
2011-12-29,5,0,1,4,1,0.2,-,0.55,0.1045,0,30,30
2011-12-29,6,0,1,4,1,0.2,0.2576,0.59,0.0,8,117,125
2011-12-29,7,0,1,4,1,0.18,0.2121,0.64,0.0896,8,312,320
2011-12-29,8,0,1,4,2,0.2,0.2576,0.64,0.0,12,621,633
2011-12-29,9,0,1,4,2,0.2,-,0.64,0.1343,60,465,525
2011-12-29,10,0,1,4,2,0.22,0.2273,0.64,0.1642,52,291,343
2011-12-29,11,0,1,4,2,0.24,0.2576,0.6,0.0896,92,297,389
2011-12-29,12,0,1,4,2,0.26,0.2727,0.56,0.1045,48,354,402
2011-12-29,13,0,1,4,2,0.28,0.2879,0.52,0.1045,144,285,429
2011-12-29,14,0,1,4,2,0.3,0.3333,0.52,0.0,120,336,456
2011-12-29,15,0,1,4,2,0.3,0.3182,0.52,0.0896,108,450,558
2011-12-29,16,0,1,4,1,0.3,0.303,0.52,0.1642,88,465,553
2011-12-29,17,0,1,4,1,0.3,0.303,0.61,0.1642,56,678,734
2011-12-29,18,0,1,4,1,0.3,-,0.56,0.1343,60,576,636
2011-12-29,19,0,1,4,1,0.3,-,0.56,0.1045,44,372,416
2011-12-29,20,0,1,4,1,0.28,0.2879,0.65,0.1045,32,264,296
2011-12-29,21,0,1,4,2,0.28,-,0.61,0.1343,32,180,212
2011-12-29,22,0,1,4,1,0.28,0.2879,0.65,0.1343,28,144,172
2011-12-29,23,0,1,4,1,0.3,0.303,0.65,0.1642,4,132,136
2012-01-03,0,0,1,2,1,0.2,0.19699999999999998,0.51,0.2537,0,39,39
2012-01-03,1,0,1,2,1,0.18,0.1818,0.55,0.2239,4,15,19
2012-01-03,2,0,1,2,1,0.18,0.1667,0.51,0.2537,0,9,9
2012-01-03,3,0,1,2,1,0.16,0.1364,0.55,0.2836,0,6,6
2012-01-03,4,0,1,2,1,0.16,0.1515,0.55,0.2537,0,15,15
2012-01-03,5,0,1,2,1,0.14,-,0.54,0.19399999999999998,0,36,36
2012-01-03,6,0,1,2,1,0.14,0.1212,0.59,0.2836,16,243,259
2012-01-03,7,0,1,2,1,0.14,0.1212,0.59,0.2537,8,504,512
2012-01-03,8,0,1,2,1,0.16,0.1364,0.55,0.2836,20,1047,1067
2012-01-03,9,0,1,2,1,0.16,0.1364,0.5,0.2836,32,435,467
2012-01-03,10,0,1,2,1,0.16,0.1212,0.47,0.4627,20,165,185
2012-01-03,11,0,1,2,1,0.18,0.1364,0.37,0.5224,48,189,237
2012-01-03,12,0,1,2,1,0.18,-,0.37,0.5224,16,210,226
2012-01-03,13,0,1,2,1,0.18,0.1212,0.34,0.6567,20,204,224
2012-01-03,14,0,1,2,1,0.16,0.1212,0.43,0.5224,28,216,244
2012-01-03,15,0,1,2,1,0.16,-,0.37,0.4179,36,204,240
2012-01-03,16,0,1,2,1,0.14,0.0909,0.39,0.5821,28,387,415
2012-01-03,17,0,1,2,1,0.14,0.1061,0.26,0.4627,16,723,739
2012-01-03,18,0,1,2,1,0.14,0.0909,0.26,0.5224,40,642,682
2012-01-03,19,0,1,2,1,0.12,0.0909,0.28,0.4179,16,456,472
2012-01-03,20,0,1,2,1,0.12,0.1212,0.33,0.2537,0,345,345
2012-01-03,21,0,1,2,1,0.1,-,0.36,0.2239,8,198,206
2012-01-03,22,0,1,2,1,0.1,-,0.46,0.2537,0,99,99
2012-01-03,23,0,1,2,1,0.1,-,0.46,0.3881,0,54,54
2012-01-04,0,0,1,3,1,0.08,0.0606,0.42,0.3284,0,27,27
2012-01-04,1,0,1,3,1,0.04,-,0.38,0.2985,0,9,9
2012-01-04,2,0,1,3,1,0.02,0.0152,0.34,0.2836,0,3,3
2012-01-04,3,0,1,3,1,0.02,0.0152,0.34,0.2836,0,3,3
2012-01-04,4,0,1,3,1,0.02,-,0.41,0.19399999999999998,0,6,6
2012-01-04,5,0,1,3,1,0.02,-,0.41,0.19399999999999998,0,42,42
2012-01-04,6,0,1,3,1,0.02,-,0.41,0.1642,0,177,177
2012-01-04,7,0,1,3,1,0.02,-,0.44,0.19399999999999998,4,453,457
2012-01-04,8,0,1,3,1,0.02,0.0606,0.44,0.1343,20,930,950
2012-01-04,9,0,1,3,1,0.04,-,0.45,0.1343,28,519,547
2012-01-04,10,0,1,3,1,0.06,0.1061,0.45,0.0,28,171,199
2012-01-04,11,0,1,3,2,0.08,0.1212,0.42,0.0896,24,120,144
2012-01-04,12,0,1,3,2,0.1,0.1061,0.46,0.19399999999999998,36,225,261
2012-01-04,13,0,1,3,2,0.14,0.1212,0.43,0.2537,36,246,282
2012-01-04,14,0,1,3,2,0.14,0.1212,0.46,0.2537,24,207,231
2012-01-04,15,0,1,3,2,0.18,0.1515,0.37,0.3284,36,243,279
2012-01-04,16,0,1,3,2,0.18,0.1667,0.4,0.2836,32,369,401
2012-01-04,17,0,1,3,2,0.2,0.19699999999999998,0.4,0.19399999999999998,36,816,852
2012-01-04,18,0,1,3,2,0.2,0.2121,0.37,0.1343,36,840,876
2012-01-04,19,0,1,3,2,0.2,0.2273,0.4,0.1045,8,546,554
2012-01-04,20,0,1,3,2,0.2,0.19699999999999998,0.4,0.19399999999999998,8,363,371
2012-01-04,21,0,1,3,2,0.2,0.2576,0.44,0.0,8,264,272
2012-01-04,22,0,1,3,2,0.2,-,0.47,0.0896,16,144,160
2012-01-04,23,0,1,3,2,0.2,0.2273,0.44,0.1045,0,96,96
2012-01-05,0,0,1,4,2,0.22,0.2273,0.47,0.19399999999999998,4,39,43
2012-01-05,1,0,1,4,1,0.2,0.2273,0.51,0.0896,0,15,15
2012-01-05,2,0,1,4,1,0.2,0.2273,0.51,0.0896,0,12,12
2012-01-05,3,0,1,4,1,0.2,0.2576,0.61,0.0,0,12,12
2012-01-05,4,0,1,4,2,0.2,-,0.59,0.0896,0,15,15
2012-01-05,5,0,1,4,2,0.2,-,0.59,0.0896,0,78,78
2012-01-05,6,0,1,4,2,0.2,0.2121,0.75,0.1343,0,234,234
2012-01-05,7,0,1,4,2,0.2,-,0.69,0.0896,12,636,648
2012-01-05,8,0,1,4,2,0.2,-,0.75,0.0,44,1131,1175
2012-01-05,9,0,1,4,2,0.22,0.2727,0.69,0.0,28,660,688
2012-01-05,10,0,1,4,2,0.24,0.2576,0.52,0.0896,20,243,263
2012-01-05,11,0,1,4,1,0.3,0.3333,0.49,0.0,24,234,258
2012-01-05,12,0,1,4,1,0.3,-,0.49,0.2537,24,342,366
2012-01-05,13,0,1,4,1,0.34,0.303,0.42,0.2985,24,336,360
2012-01-05,14,0,1,4,1,0.34,0.3182,0.39,0.2836,52,312,364
2012-01-05,15,0,1,4,1,0.36,0.3333,0.34,0.2836,24,339,363
2012-01-05,16,0,1,4,1,0.36,0.3333,0.34,0.2836,76,534,610
2012-01-05,17,0,1,4,2,0.36,-,0.34,0.19399999999999998,76,1179,1255
2012-01-05,18,0,1,4,1,0.34,-,0.36,0.1642,36,1122,1158
2012-01-05,19,0,1,4,1,0.34,0.3485,0.34,0.0896,40,765,805
2012-01-05,20,0,1,4,1,0.3,-,0.49,0.0,20,516,536
2012-01-05,21,0,1,4,1,0.26,0.2727,0.6,0.1343,36,264,300
2012-01-05,22,0,1,4,1,0.26,0.2576,0.6,0.1642,4,210,214
2012-01-05,23,0,1,4,1,0.24,0.2576,0.7,0.1045,16,168,184
2012-01-06,0,0,1,5,1,0.22,0.2576,0.75,0.0896,4,72,76
2012-01-06,1,0,1,5,1,0.22,-,0.75,0.0,8,18,26
2012-01-06,2,0,1,5,1,0.22,0.2273,0.69,0.1642,8,9,17
2012-01-06,3,0,1,5,1,0.22,0.2424,0.69,0.1045,4,9,13
2012-01-06,4,0,1,5,1,0.22,-,0.69,0.1343,0,9,9
2012-01-06,5,0,1,5,2,0.2,0.2121,0.8,0.1343,0,39,39
2012-01-06,6,0,1,5,2,0.22,0.2424,0.73,0.1045,4,207,211
2012-01-06,7,0,1,5,2,0.24,0.2879,0.65,0.0,16,603,619
2012-01-06,8,0,1,5,1,0.24,0.2424,0.7,0.1343,44,1308,1352
2012-01-06,9,0,1,5,1,0.24,0.2424,0.7,0.1642,16,711,727
2012-01-06,10,0,1,5,1,0.26,-,0.65,0.19399999999999998,56,306,362
2012-01-06,11,0,1,5,1,0.3,0.303,0.56,0.1642,32,390,422
2012-01-06,12,0,1,5,1,0.36,0.3333,0.5,0.2537,92,504,596
2012-01-06,13,0,1,5,1,0.4,0.4091,0.43,0.2836,64,564,628
2012-01-06,14,0,1,5,1,0.46,0.4545,0.36,0.19399999999999998,104,456,560
2012-01-06,15,0,1,5,1,0.52,0.5,0.27,0.2537,176,534,710
2012-01-06,16,0,1,5,1,0.52,0.5,0.27,0.2836,140,777,917
2012-01-06,17,0,1,5,1,0.46,0.4545,0.36,0.2239,80,1368,1448
2012-01-06,18,0,1,5,1,0.5,-,0.29,0.2537,112,1173,1285
2012-01-06,19,0,1,5,1,0.46,0.4545,0.33,0.2836,44,783,827
2012-01-06,20,0,1,5,1,0.42,0.4242,0.41,0.19399999999999998,56,489,545
2012-01-06,21,0,1,5,1,0.4,0.4091,0.43,0.2239,68,411,479
2012-01-06,22,0,1,5,1,0.36,-,0.5,0.19399999999999998,48,369,417
2012-01-06,23,0,1,5,1,0.36,-,0.5,0.0,52,264,316
2012-01-07,0,0,0,6,1,0.36,0.3485,0.5,0.1642,8,231,239
2012-01-07,1,0,0,6,1,0.38,-,0.46,0.1642,24,168,192
2012-01-07,2,0,0,6,1,0.36,0.3636,0.5,0.1045,8,108,116
2012-01-07,3,0,0,6,1,0.32,0.3333,0.57,0.1045,4,57,61
2012-01-07,4,0,0,6,1,0.32,0.3333,0.57,0.0896,4,27,31
2012-01-07,5,0,0,6,1,0.26,0.2727,0.75,0.1045,8,21,29
2012-01-07,6,0,0,6,1,0.26,-,0.75,0.1045,0,21,21
2012-01-07,7,0,0,6,1,0.22,0.2273,0.87,0.19399999999999998,0,60,60
2012-01-07,8,0,0,6,1,0.24,0.2576,0.75,0.1045,0,192,192
2012-01-07,9,0,0,6,1,0.22,-,0.8,0.1343,56,348,404
2012-01-07,10,0,0,6,1,0.28,0.303,0.75,0.0896,172,480,652
2012-01-07,11,0,0,6,1,0.34,0.3182,0.57,0.2239,296,750,1046
2012-01-07,12,0,0,6,1,0.4,0.4091,0.43,0.2239,400,828,1228
2012-01-07,13,0,0,6,1,0.44,0.4394,0.44,0.19399999999999998,596,888,1484
2012-01-07,14,0,0,6,1,0.5,0.4848,0.42,0.2836,624,1068,1692
2012-01-07,15,0,0,6,1,0.58,0.5455,0.37,0.2985,528,951,1479
2012-01-07,16,0,0,6,2,0.56,0.5303,0.37,0.2836,532,804,1336
2012-01-07,17,0,0,6,2,0.54,0.5152,0.43,0.1343,348,705,1053
2012-01-07,18,0,0,6,1,0.54,0.5152,0.45,0.1343,196,744,940
2012-01-07,19,0,0,6,1,0.52,0.5,0.42,0.1045,176,513,689
2012-01-07,20,0,0,6,1,0.5,-,0.39,0.2537,84,447,531
2012-01-07,21,0,0,6,1,0.44,0.4394,0.44,0.2239,88,354,442
2012-01-07,22,0,0,6,1,0.44,0.4394,0.38,0.2537,64,279,343
2012-01-07,23,0,0,6,1,0.42,0.4242,0.38,0.2239,64,309,373
2012-01-08,0,0,0,0,1,0.38,0.3939,0.4,0.2836,56,231,287
2012-01-08,1,0,0,0,1,0.34,0.3333,0.42,0.19399999999999998,40,186,226
2012-01-08,2,0,0,0,1,0.36,0.3333,0.37,0.2836,40,171,211
2012-01-08,3,0,0,0,1,0.34,-,0.42,0.1343,24,78,102
2012-01-08,4,0,0,0,1,0.32,0.303,0.49,0.2537,8,12,20
2012-01-08,5,0,0,0,2,0.32,0.3333,0.49,0.1045,0,6,6
2012-01-08,6,0,0,0,2,0.3,0.3333,0.52,0.0,0,6,6
2012-01-08,7,0,0,0,2,0.3,0.3333,0.52,0.0,4,69,73
2012-01-08,8,0,0,0,1,0.3,0.303,0.52,0.1343,16,159,175
2012-01-08,9,0,0,0,1,0.32,0.3333,0.53,0.1343,92,306,398
2012-01-08,10,0,0,0,1,0.34,0.3333,0.49,0.1642,108,543,651
2012-01-08,11,0,0,0,1,0.36,0.3485,0.46,0.2239,220,603,823
2012-01-08,12,0,0,0,1,0.38,0.3939,0.43,0.2239,312,819,1131
2012-01-08,13,0,0,0,1,0.4,0.4091,0.37,0.2985,308,798,1106
2012-01-08,14,0,0,0,1,0.4,0.4091,0.4,0.19399999999999998,300,759,1059
2012-01-08,15,0,0,0,1,0.4,0.4091,0.37,0.2836,356,723,1079
2012-01-08,16,0,0,0,1,0.4,0.4091,0.37,0.2985,232,768,1000
2012-01-08,17,0,0,0,1,0.38,0.3939,0.4,0.2239,88,591,679
2012-01-08,18,0,0,0,1,0.34,0.3182,0.46,0.2239,76,486,562
2012-01-08,19,0,0,0,1,0.32,0.3182,0.49,0.19399999999999998,32,312,344
2012-01-08,20,0,0,0,1,0.3,-,0.52,0.1642,28,357,385
2012-01-08,21,0,0,0,1,0.28,-,0.56,0.2239,40,243,283
2012-01-08,22,0,0,0,1,0.26,0.2727,0.6,0.1045,16,162,178
2012-01-08,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0,90,90
2012-01-09,0,0,1,1,1,0.24,0.2273,0.6,0.2239,12,36,48
2012-01-09,1,0,1,1,1,0.24,0.2424,0.6,0.1343,4,12,16
2012-01-09,2,0,1,1,1,0.24,-,0.56,0.1343,8,9,17
2012-01-09,3,0,1,1,1,0.24,0.2424,0.52,0.1642,0,9,9
2012-01-09,4,0,1,1,1,0.22,0.2424,0.64,0.1045,0,12,12
2012-01-09,5,0,1,1,2,0.2,0.2273,0.64,0.0896,0,63,63
2012-01-09,6,0,1,1,2,0.22,-,0.6,0.1343,12,255,267
2012-01-09,7,0,1,1,2,0.22,0.2424,0.6,0.1045,4,717,721
2012-01-09,8,0,1,1,2,0.22,-,0.55,0.0896,52,1221,1273
2012-01-09,9,0,1,1,2,0.22,-,0.64,0.0,36,564,600
2012-01-09,10,0,1,1,1,0.24,-,0.6,0.0,52,285,337
2012-01-09,11,0,1,1,2,0.26,0.2879,0.56,0.0896,24,246,270
2012-01-09,12,0,1,1,2,0.26,0.2727,0.56,0.1045,40,279,319
2012-01-09,13,0,1,1,2,0.26,0.2727,0.56,0.1045,12,231,243
2012-01-09,14,0,1,1,3,0.22,0.2273,0.75,0.1642,20,135,155
2012-01-09,15,0,1,1,3,0.22,0.2273,0.75,0.1642,20,192,212
2012-01-09,16,0,1,1,3,0.22,-,0.87,0.0896,12,138,150
2012-01-09,17,0,1,1,3,0.22,-,0.87,0.0,20,441,461
2012-01-09,18,0,1,1,4,0.2,-,0.86,0.0896,24,474,498
2012-01-09,19,0,1,1,3,0.2,0.2273,0.93,0.0896,12,561,573
2012-01-09,20,0,1,1,2,0.2,0.2273,0.86,0.0896,20,381,401
2012-01-09,21,0,1,1,2,0.2,0.2576,0.93,0.0,4,234,238
2012-01-09,22,0,1,1,2,0.2,0.2273,0.92,0.1045,32,162,194
2012-01-09,23,0,1,1,2,0.22,0.2424,0.87,0.1045,4,153,157
2012-01-10,0,0,1,2,2,0.22,-,0.87,0.1045,0,42,42
2012-01-10,1,0,1,2,2,0.22,-,0.93,0.1045,8,9,17
2012-01-10,2,0,1,2,2,0.22,0.2273,0.87,0.1642,8,6,14
2012-01-10,4,0,1,2,2,0.2,0.2121,0.86,0.1642,0,12,12
2012-01-10,5,0,1,2,1,0.4,0.4091,0.47,0.2239,0,69,69
2012-01-10,6,0,1,2,2,0.18,0.1818,0.93,0.19399999999999998,0,237,237
2012-01-10,7,0,1,2,2,0.18,0.19699999999999998,0.93,0.1642,12,657,669
2012-01-10,8,0,1,2,2,0.18,-,0.93,0.1642,24,1395,1419
2012-01-10,9,0,1,2,2,0.18,0.19699999999999998,0.93,0.1642,44,552,596
2012-01-10,10,0,1,2,2,0.18,0.19699999999999998,0.93,0.1642,12,240,252
2012-01-10,11,0,1,2,1,0.42,0.4242,0.38,0.2985,32,279,311
2012-01-10,12,0,1,2,1,0.42,0.4242,0.38,0.2985,52,381,433
2012-01-10,13,0,1,2,1,0.42,-,0.38,0.2985,60,489,549
2012-01-10,14,0,1,2,1,0.42,0.4242,0.38,0.2985,40,288,328
2012-01-10,15,0,1,2,1,0.42,0.4242,0.38,0.2985,68,357,425
2012-01-10,16,0,1,2,1,0.42,0.4242,0.38,0.3582,60,675,735
2012-01-10,17,0,1,2,1,0.42,-,0.38,0.2537,56,1338,1394
2012-01-10,18,0,1,2,1,0.4,0.4091,0.4,0.1045,52,1116,1168
2012-01-10,19,0,1,2,1,0.38,0.3939,0.46,0.1045,44,810,854
2012-01-10,20,0,1,2,1,0.34,0.3485,0.53,0.1045,40,570,610
2012-01-10,21,0,1,2,1,0.32,0.3333,0.66,0.0896,28,327,355
2012-01-10,22,0,1,2,1,0.3,0.303,0.7,0.0896,40,312,352
2012-01-10,23,0,1,2,1,0.26,-,0.81,0.1045,12,114,126
2012-01-11,0,0,1,3,1,0.26,0.303,0.81,0.0,8,78,86
2012-01-11,1,0,1,3,1,0.24,0.2576,0.87,0.0896,4,18,22
2012-01-11,2,0,1,3,1,0.2,0.2121,0.85,0.1642,0,15,15
2012-01-11,3,0,1,3,1,0.22,0.2727,0.8,0.0,0,12,12
2012-01-11,4,0,1,3,1,0.2,-,0.8,0.1343,0,6,6
2012-01-11,5,0,1,3,1,0.2,0.2121,0.8,0.1343,0,66,66
2012-01-11,6,0,1,3,1,0.2,0.2121,0.86,0.1343,8,216,224
2012-01-11,7,0,1,3,1,0.2,0.2121,0.8,0.1343,36,741,777
2012-01-11,8,0,1,3,1,0.2,-,0.82,0.1045,44,1464,1508
2012-01-11,9,0,1,3,2,0.2,-,0.86,0.1343,28,654,682
2012-01-11,10,0,1,3,2,0.24,0.2424,0.87,0.1343,52,252,304
2012-01-11,11,0,1,3,2,0.26,0.2879,0.87,0.0896,36,270,306
2012-01-11,12,0,1,3,3,0.3,0.3333,0.81,0.0,16,153,169
2012-01-11,13,0,1,3,3,0.32,-,0.76,0.0,32,171,203
2012-01-11,14,0,1,3,3,0.32,0.3333,0.81,0.1045,12,210,222
2012-01-11,15,0,1,3,2,0.34,0.3485,0.87,0.0896,24,219,243
2012-01-11,16,0,1,3,2,0.34,0.3182,0.87,0.2537,24,336,360
2012-01-11,17,0,1,3,3,0.34,0.3182,0.87,0.2239,24,384,408
2012-01-11,18,0,1,3,3,0.34,-,0.87,0.19399999999999998,8,288,296
2012-01-11,19,0,1,3,3,0.32,-,0.93,0.2239,4,276,280
2012-01-11,20,0,1,3,3,0.32,0.3182,0.93,0.1642,8,165,173
2012-01-11,21,0,1,3,3,0.34,-,0.87,0.2239,0,87,87
2012-01-11,22,0,1,3,3,0.34,-,0.87,0.19399999999999998,0,147,147
2012-01-11,23,0,1,3,3,0.34,0.3182,0.87,0.2239,0,27,27
2012-01-12,0,0,1,4,3,0.34,-,0.93,0.19399999999999998,0,9,9
2012-01-12,1,0,1,4,3,0.36,0.3485,0.93,0.19399999999999998,0,9,9
2012-01-12,2,0,1,4,3,0.36,0.3485,0.93,0.2537,4,3,7
2012-01-12,3,0,1,4,3,0.36,0.3485,0.93,0.2537,0,9,9
2012-01-12,4,0,1,4,3,0.36,-,0.93,0.19399999999999998,0,6,6
2012-01-12,5,0,1,4,3,0.34,-,0.93,0.0896,0,48,48
2012-01-12,6,0,1,4,3,0.36,0.3485,0.93,0.1343,4,264,268
2012-01-12,7,0,1,4,2,0.34,-,0.87,0.2836,8,654,662
2012-01-12,8,0,1,4,1,0.32,0.3182,0.81,0.19399999999999998,44,1491,1535
2012-01-12,9,0,1,4,1,0.32,0.3333,0.81,0.1045,40,660,700
2012-01-12,10,0,1,4,1,0.34,0.3485,0.81,0.1045,24,252,276
2012-01-12,11,0,1,4,2,0.34,0.3485,0.81,0.1045,72,303,375
2012-01-12,12,0,1,4,2,0.34,-,0.81,0.1045,56,390,446
2012-01-12,13,0,1,4,1,0.42,0.4242,0.77,0.1642,52,510,562
2012-01-12,14,0,1,4,1,0.42,-,0.77,0.1642,96,396,492
2012-01-12,15,0,1,4,1,0.44,0.4394,0.72,0.1343,128,468,596
2012-01-12,16,0,1,4,1,0.46,-,0.67,0.19399999999999998,132,744,876
2012-01-12,17,0,1,4,1,0.46,0.4545,0.63,0.1642,92,1416,1508
2012-01-12,18,0,1,4,1,0.44,0.4394,0.67,0.19399999999999998,88,1197,1285
2012-01-12,19,0,1,4,2,0.42,-,0.71,0.1642,68,939,1007
2012-01-12,20,0,1,4,2,0.42,0.4242,0.71,0.19399999999999998,44,687,731
2012-01-12,21,0,1,4,1,0.44,0.4394,0.67,0.1343,48,486,534
2012-01-12,22,0,1,4,1,0.38,0.3939,0.76,0.2985,48,363,411
2012-01-12,23,0,1,4,1,0.4,0.4091,0.76,0.3284,28,180,208
2012-01-13,0,0,1,5,2,0.4,0.4091,0.71,0.2836,16,114,130
2012-01-13,1,0,1,5,2,0.38,0.3939,0.76,0.2985,0,36,36
2012-01-13,2,0,1,5,1,0.4,-,0.76,0.3582,4,39,43
2012-01-13,3,0,1,5,1,0.36,-,0.87,0.2537,12,12,24
2012-01-13,4,0,1,5,3,0.32,0.2879,0.7,0.4925,4,6,10
2012-01-13,5,0,1,5,2,0.3,0.2424,0.7,0.5522,0,63,63
2012-01-13,6,0,1,5,2,0.26,0.2576,0.75,0.2239,8,213,221
2012-01-13,7,0,1,5,1,0.26,0.2576,0.6,0.2239,12,522,534
2012-01-13,8,0,1,5,1,0.24,-,0.52,0.3582,44,1224,1268
2012-01-13,9,0,1,5,1,0.22,-,0.47,0.3881,40,612,652
2012-01-13,10,0,1,5,1,0.24,0.19699999999999998,0.44,0.4478,8,303,311
2012-01-13,11,0,1,5,1,0.24,0.1818,0.38,0.6119,48,306,354
2012-01-13,12,0,1,5,1,0.24,0.19699999999999998,0.38,0.4925,56,420,476
